accept_time;signal_time;clid;uuid;vehicle_type;route;lat;lon;speed;direction;thread;bind_lat;bind_lon;fly_time;life_time;d_acc
2024-12-13 0:51:08;2024-12-13 0:50:28;irkutsk;29449;bus;10;52.357372;104.15389;17.222221;296.0;None;None;None;40;27;25
2024-12-13 0:51:33;2024-12-13 0:50:55;irkutsk;29449;bus;10;52.359394;104.147255;16.666668;296.0;None;None;None;38;21;25
2024-12-13 0:51:58;2024-12-13 0:51:16;irkutsk;29449;bus;10;52.360394;104.1437;7.222222;282.0;None;None;None;42;20;25
2024-12-13 0:52:23;2024-12-13 0:51:36;irkutsk;29449;bus;10;52.359066;104.14237;14.722222;206.0;None;None;None;47;46;50
2024-12-13 0:53:13;2024-12-13 0:52:22;irkutsk;29449;bus;10;52.3554;104.13906;7.222222;289.0;None;None;None;51;35;25
2024-12-13 0:53:38;2024-12-13 0:52:57;irkutsk;29449;bus;10;52.356606;104.13528;1.944444;259.0;None;None;None;41;15;25
2024-12-13 0:54:03;2024-12-13 0:53:12;irkutsk;29449;bus;10;52.356606;104.135345;1.666667;37.0;None;None;None;51;56;25
2024-12-13 0:54:28;2024-12-13 0:54:08;irkutsk;29449;bus;10;52.356663;104.13546;0.0;48.0;None;None;None;20;182;175
2024-12-13 0:55:43;2024-12-13 0:55:11;irkutsk;27648;bus;10;52.352943;104.17959;0.555556;26.0;None;None;None;32;18;25
2024-12-13 0:56:08;2024-12-13 0:55:29;irkutsk;27648;bus;10;52.353104;104.179405;2.222222;298.0;None;None;None;39;39;25
2024-12-13 0:56:33;2024-12-13 0:56:08;irkutsk;27648;bus;10;52.352444;104.17828;7.222222;218.0;None;None;None;25;38;50
2024-12-13 0:57:23;2024-12-13 0:56:46;irkutsk;27648;bus;10;52.35223;104.17789;0.0;225.0;None;None;None;37;97;100
2024-12-13 0:57:23;2024-12-13 0:57:10;irkutsk;29449;bus;10;52.356644;104.13543;1.111111;211.0;None;None;None;13;12;50
2024-12-13 0:58:13;2024-12-13 0:57:22;irkutsk;29449;bus;10;52.356487;104.13559;3.333333;111.0;None;None;None;51;39;26
2024-12-13 0:58:39;2024-12-13 0:58:01;irkutsk;29449;bus;10;52.35569;104.13972;2.777778;21.0;None;None;None;38;30;24
2024-12-13 0:59:03;2024-12-13 0:58:23;irkutsk;27648;bus;10;52.35223;104.17789;0.555556;225.0;None;None;None;40;5;26
2024-12-13 0:59:29;2024-12-13 0:58:28;irkutsk;27648;bus;10;52.35221;104.17773;3.333333;265.0;None;None;None;61;42;25
2024-12-13 0:59:03;2024-12-13 0:58:31;irkutsk;29449;bus;10;52.35696;104.14076;1.666667;46.0;None;None;None;32;18;26
2024-12-13 0:59:29;2024-12-13 0:58:49;irkutsk;29449;bus;10;52.357075;104.14084;3.333333;31.0;None;None;None;40;54;49
2024-12-13 0:59:54;2024-12-13 0:59:10;irkutsk;27648;bus;10;52.352467;104.17598;3.055556;210.0;None;None;None;44;39;24
2024-12-13 1:00:18;2024-12-13 0:59:43;irkutsk;29449;bus;10;52.35975;104.142975;2.5;13.0;None;None;None;35;9;26
2024-12-13 1:00:18;2024-12-13 0:59:49;irkutsk;27648;bus;10;52.35104;104.17465;3.611111;236.0;None;None;None;29;5;26
2024-12-13 1:00:44;2024-12-13 0:59:52;irkutsk;29449;bus;10;52.36015;104.143295;6.388889;34.0;None;None;None;52;49;25
2024-12-13 1:00:44;2024-12-13 0:59:54;irkutsk;27648;bus;10;52.35108;104.17431;6.944444;298.0;None;None;None;50;52;50
2024-12-13 1:01:09;2024-12-13 1:00:41;irkutsk;29449;bus;10;52.358093;104.15124;13.611111;117.0;None;None;None;28;24;25
2024-12-13 1:01:34;2024-12-13 1:00:46;irkutsk;27648;bus;10;52.353115;104.16766;14.166667;297.0;None;None;None;48;31;25
2024-12-13 1:01:34;2024-12-13 1:01:05;irkutsk;29449;bus;10;52.357132;104.154;5.0;185.0;None;None;None;29;14;50
2024-12-13 1:01:59;2024-12-13 1:01:17;irkutsk;27648;bus;10;52.355164;104.16099;18.055555;297.0;None;None;None;42;30;25
2024-12-13 1:02:24;2024-12-13 1:01:19;irkutsk;29449;bus;10;52.356503;104.15418;5.0;118.0;None;None;None;65;33;25
2024-12-13 1:02:24;2024-12-13 1:01:47;irkutsk;27648;bus;10;52.35654;104.15653;5.0;296.0;None;None;None;37;1;25
2024-12-13 1:02:49;2024-12-13 1:01:48;irkutsk;27648;bus;10;52.35656;104.15647;4.722222;295.0;None;None;None;61;45;25
2024-12-13 1:02:49;2024-12-13 1:01:52;irkutsk;29449;bus;10;52.356365;104.15515;4.166667;32.0;None;None;None;57;16;25
2024-12-13 1:03:14;2024-12-13 1:02:08;irkutsk;29449;bus;10;52.356712;104.15576;5.277778;122.0;None;None;None;66;39;25
2024-12-13 1:03:14;2024-12-13 1:02:33;irkutsk;27648;bus;10;52.35854;104.14992;16.11111;296.0;None;None;None;41;35;50
2024-12-13 1:03:39;2024-12-13 1:02:47;irkutsk;29449;bus;10;52.355175;104.16076;14.166667;116.0;None;None;None;52;45;25
2024-12-13 1:04:04;2024-12-13 1:03:08;irkutsk;27648;bus;10;52.360367;104.14329;4.444444;213.0;None;None;None;56;3;25
2024-12-13 1:04:29;2024-12-13 1:03:11;irkutsk;27648;bus;10;52.36025;104.1432;4.722222;201.0;None;None;None;78;71;25
2024-12-13 1:04:04;2024-12-13 1:03:32;irkutsk;29449;bus;10;52.35386;104.16507;6.944444;114.0;None;None;None;32;40;50
2024-12-13 1:04:54;2024-12-13 1:04:12;irkutsk;29449;bus;10;52.351826;104.171684;10.0;117.0;None;None;None;42;61;50
2024-12-13 1:04:54;2024-12-13 1:04:22;irkutsk;27648;bus;10;52.355427;104.1394;3.888889;217.0;None;None;None;32;3;25
2024-12-13 1:05:19;2024-12-13 1:04:25;irkutsk;27648;bus;10;52.35537;104.139244;4.722222;262.0;None;None;None;54;31;25
2024-12-13 1:05:44;2024-12-13 1:04:56;irkutsk;27648;bus;10;52.356472;104.13596;1.944444;325.0;None;None;None;48;33;50
2024-12-13 1:05:44;2024-12-13 1:05:13;irkutsk;29449;bus;10;52.350746;104.17515;0.0;114.0;None;None;None;31;46;50
2024-12-13 1:06:34;2024-12-13 1:05:29;irkutsk;27648;bus;10;52.356487;104.13595;0.0;325.0;None;None;None;65;208;175
2024-12-13 1:06:34;2024-12-13 1:05:59;irkutsk;29449;bus;10;52.34926;104.18008;5.277778;127.0;None;None;None;35;19;25
2024-12-13 1:06:59;2024-12-13 1:06:18;irkutsk;29449;bus;10;52.34908;104.180664;8.333333;116.0;None;None;None;41;24;25
2024-12-13 1:07:24;2024-12-13 1:06:42;irkutsk;29449;bus;10;52.347904;104.18356;11.111111;134.0;None;None;None;42;42;25
2024-12-13 1:07:49;2024-12-13 1:07:24;irkutsk;29449;bus;10;52.345932;104.18636;2.777778;127.0;None;None;None;25;6;25
